date,location,station_reference,temperature_avg_c,temperature_min_c,temperature_max_c,dew_point_c,relative_humidity_pct,precipitation_mm,snow_depth_mm,wind_direction_deg,wind_speed_kmh,peak_wind_gust_kmh,sea_level_pressure_hpa,sunshine_minutes,cloud_cover_okta,visibility_m,weather_condition_code,temperature_range_c,pressure_change_hpa,rainfall_3day_mm,rainfall_7day_mm,next_day_temperature_c
2019-09-18,"Yangon, Myanmar",Yangon International Airport (VYYY),28.18,24.7,33.42,25.65,71.4,0.0,0,176.0,11.38,14.45,1010.46,480.0,2.0,8948.0,1,8.72,-0.68,0.0,0.0,29.54
2019-09-19,"Yangon, Myanmar",Yangon International Airport (VYYY),29.54,25.75,33.43,27.36,67.3,0.0,0,192.0,8.78,11.0,1008.82,553.0,0.9,8398.0,1,7.68,-1.64,0.0,0.0,27.66
2019-09-20,"Yangon, Myanmar",Yangon International Airport (VYYY),27.66,23.87,32.27,23.98,66.4,0.0,0,190.0,6.84,10.04,1005.47,640.0,2.2,10556.0,1,8.4,-3.35,0.0,0.0,30.48
2019-09-21,"Yangon, Myanmar",Yangon International Airport (VYYY),30.48,26.19,36.1,27.75,63.9,0.0,0,243.0,7.69,9.46,1005.64,628.0,4.1,9839.0,3,9.9,0.17,0.0,0.0,29.45
2019-09-22,"Yangon, Myanmar",Yangon International Airport (VYYY),29.45,25.66,33.09,25.27,79.7,0.0,0,174.0,9.79,,1011.81,332.0,0.7,10299.0,1,7.44,6.17,0.0,0.0,27.63
2019-09-23,"Yangon, Myanmar",Yangon International Airport (VYYY),27.63,24.79,32.12,24.82,67.9,0.0,0,223.0,3.87,8.26,1008.86,480.0,4.5,11778.0,3,7.33,-2.95,0.0,0.0,28.36
2019-09-24,"Yangon, Myanmar",Yangon International Airport (VYYY),28.36,24.72,33.32,27.24,75.8,0.0,0,264.0,8.59,9.79,1009.48,489.0,1.3,9650.0,1,8.6,0.62,0.0,0.0,27.04
2019-09-25,"Yangon, Myanmar",Yangon International Airport (VYYY),27.04,23.54,31.83,22.87,74.9,1.24,0,165.0,9.09,11.99,1008.56,402.0,2.6,8332.0,7,8.29,-0.92,1.24,1.24,27.95
2019-09-26,"Yangon, Myanmar",Yangon International Airport (VYYY),27.95,24.23,33.37,25.01,66.2,0.0,0,187.0,10.31,16.94,1009.02,460.0,1.6,10355.0,1,9.14,0.46,1.24,1.24,27.44
2019-09-27,"Yangon, Myanmar",Yangon International Airport (VYYY),27.44,23.39,31.64,25.9,68.5,0.0,0,138.0,8.58,,1013.78,339.0,1.4,10816.0,1,8.25,4.76,1.24,1.24,27.6
2019-09-28,"Yangon, Myanmar",Yangon International Airport (VYYY),27.6,24.33,33.01,22.27,66.1,0.0,0,190.0,6.93,8.43,1011.9,571.0,2.4,9269.0,1,8.67,-1.88,0.0,1.24,28.43
2019-09-29,"Yangon, Myanmar",Yangon International Airport (VYYY),28.43,24.52,33.04,26.61,70.2,0.0,0,167.0,7.83,8.67,1006.29,440.0,2.6,9819.0,1,8.52,-5.61,0.0,1.24,27.85
2019-09-30,"Yangon, Myanmar",Yangon International Airport (VYYY),27.85,23.66,31.84,24.02,71.0,0.0,0,186.0,8.83,13.03,1007.48,294.0,1.1,9380.0,1,8.17,1.18,0.0,1.24,27.7
2019-10-01,"Yangon, Myanmar",Yangon International Airport (VYYY),27.7,23.26,32.29,24.66,63.0,0.0,0,165.0,6.29,6.54,1007.3,361.0,3.2,9771.0,1,9.03,-0.18,0.0,1.24,27.24
2019-10-02,"Yangon, Myanmar",Yangon International Airport (VYYY),27.24,23.88,31.89,24.82,65.0,0.0,0,230.0,8.15,10.5,1011.09,610.0,2.9,11497.0,1,8.02,3.79,0.0,0.0,28.71
2019-10-03,"Yangon, Myanmar",Yangon International Airport (VYYY),28.71,24.3,33.06,24.64,75.8,0.0,0,238.0,5.06,10.51,1010.82,469.0,2.5,9889.0,1,8.76,-0.26,0.0,0.0,26.6
2019-10-04,"Yangon, Myanmar",Yangon International Airport (VYYY),26.6,23.03,31.97,23.57,63.3,0.0,0,205.0,13.71,15.53,1008.75,393.0,5.1,9911.0,3,8.95,-2.08,0.0,0.0,28.98
2019-10-05,"Yangon, Myanmar",Yangon International Airport (VYYY),28.98,24.99,32.54,25.44,68.4,0.0,0,158.0,8.77,10.79,1013.51,536.0,1.7,9649.0,1,7.55,4.76,0.0,0.0,26.6
2019-10-06,"Yangon, Myanmar",Yangon International Airport (VYYY),26.6,22.16,32.22,23.17,66.6,0.0,0,147.0,5.3,5.53,1008.83,518.0,2.0,10438.0,1,10.06,-4.68,0.0,0.0,27.16
2019-10-07,"Yangon, Myanmar",Yangon International Airport (VYYY),27.16,22.69,32.55,24.53,74.5,0.0,0,,7.83,8.25,1007.33,519.0,1.4,9637.0,1,9.85,-1.5,0.0,0.0,28.29
2019-10-08,"Yangon, Myanmar",Yangon International Airport (VYYY),28.29,24.17,33.0,25.33,77.5,0.0,0,221.0,5.15,7.12,1010.7,454.0,1.0,,1,8.83,3.37,0.0,0.0,27.18
2019-10-09,"Yangon, Myanmar",Yangon International Airport (VYYY),27.18,23.07,32.36,23.84,67.4,0.0,0,212.0,10.18,11.55,1014.04,440.0,2.9,10381.0,1,9.29,3.34,0.0,0.0,28.39
2019-10-10,"Yangon, Myanmar",Yangon International Airport (VYYY),28.39,25.02,32.81,25.37,74.3,0.0,0,147.0,7.89,15.63,1011.1,467.0,2.7,9586.0,1,7.79,-2.94,0.0,0.0,27.31
2019-10-11,"Yangon, Myanmar",Yangon International Airport (VYYY),27.31,23.81,32.19,24.68,73.4,0.0,0,252.0,6.93,10.5,1012.61,373.0,2.0,10802.0,1,8.38,1.52,0.0,0.0,27.9
2019-10-12,"Yangon, Myanmar",Yangon International Airport (VYYY),27.9,24.06,31.54,24.29,74.2,0.0,0,157.0,6.49,8.97,1012.38,548.0,3.7,10961.0,1,7.48,-0.23,0.0,0.0,28.45
2019-10-13,"Yangon, Myanmar",Yangon International Airport (VYYY),28.45,24.82,32.65,26.51,77.3,0.0,0,214.0,6.25,9.18,1009.36,402.0,1.6,9536.0,1,7.83,-3.02,0.0,0.0,26.92
2019-10-14,"Yangon, Myanmar",Yangon International Airport (VYYY),26.92,22.41,32.08,24.05,74.6,0.0,0,238.0,2.54,4.31,1010.79,500.0,2.0,9139.0,1,9.67,1.42,0.0,0.0,27.19
2019-10-15,"Yangon, Myanmar",Yangon International Airport (VYYY),27.19,23.37,32.29,24.25,77.5,0.0,0,328.0,7.91,17.43,1010.28,421.0,0.9,9050.0,1,8.92,-0.5,0.0,0.0,26.44
2019-10-16,"Yangon, Myanmar",Yangon International Airport (VYYY),26.44,22.15,30.82,24.36,74.5,0.0,0,186.0,9.79,12.51,1010.95,475.0,1.2,9817.0,1,8.67,0.67,0.0,0.0,25.82
2019-10-17,"Yangon, Myanmar",Yangon International Airport (VYYY),25.82,22.56,30.31,23.39,78.3,0.0,0,286.0,3.68,11.81,1010.79,445.0,3.0,9547.0,1,7.76,-0.16,0.0,0.0,27.19
2019-10-18,"Yangon, Myanmar",Yangon International Airport (VYYY),27.19,22.73,31.14,23.53,67.8,0.0,0,205.0,6.5,7.73,1015.39,334.0,2.9,9509.0,1,8.42,4.59,0.0,0.0,25.71
2019-10-19,"Yangon, Myanmar",Yangon International Airport (VYYY),25.71,21.83,30.76,23.44,74.7,0.0,0,224.0,7.01,7.49,1008.99,397.0,0.7,10560.0,1,8.93,-6.4,0.0,0.0,25.65
2019-10-20,"Yangon, Myanmar",Yangon International Airport (VYYY),25.65,22.08,31.22,22.22,70.9,46.97,0,202.0,5.85,8.71,1008.77,483.0,3.1,3386.0,25,9.15,-0.22,46.97,46.97,27.41
2019-10-21,"Yangon, Myanmar",Yangon International Airport (VYYY),27.41,23.98,32.64,22.88,66.8,0.0,0,192.0,4.67,7.66,1008.14,532.0,2.0,11313.0,1,8.66,-0.63,46.97,46.97,28.59
2019-10-22,"Yangon, Myanmar",Yangon International Airport (VYYY),28.59,24.95,32.48,25.9,82.5,0.0,0,175.0,6.06,6.09,1011.12,417.0,0.2,9581.0,1,7.53,2.98,46.97,46.97,27.2
2019-10-23,"Yangon, Myanmar",Yangon International Airport (VYYY),27.2,23.02,31.33,25.11,68.6,0.0,0,177.0,6.88,8.78,1012.58,461.0,1.2,10690.0,1,8.31,1.46,0.0,46.97,27.11
2019-10-24,"Yangon, Myanmar",Yangon International Airport (VYYY),27.11,23.08,32.22,24.55,72.4,0.0,0,169.0,5.65,9.44,1010.46,518.0,2.9,10232.0,1,9.14,-2.12,0.0,46.97,28.42
2019-10-25,"Yangon, Myanmar",Yangon International Airport (VYYY),28.42,24.61,33.7,24.46,72.9,0.0,0,225.0,8.77,9.11,1008.76,463.0,3.5,10061.0,1,9.1,-1.7,0.0,46.97,25.82
2019-10-26,"Yangon, Myanmar",Yangon International Airport (VYYY),25.82,22.54,30.72,23.27,68.4,0.0,0,250.0,10.4,,1007.23,456.0,3.0,9045.0,1,8.18,-1.53,0.0,46.97,28.33
2019-10-27,"Yangon, Myanmar",Yangon International Airport (VYYY),28.33,24.79,32.85,25.99,90.7,0.0,0,192.0,8.48,11.11,1011.45,575.0,1.6,10508.0,1,8.06,4.22,0.0,0.0,25.94
2019-10-28,"Yangon, Myanmar",Yangon International Airport (VYYY),25.94,21.74,30.18,23.51,79.4,0.0,0,209.0,8.26,12.86,1012.61,367.0,2.9,10305.0,1,8.44,1.16,0.0,0.0,28.22
2019-10-29,"Yangon, Myanmar",Yangon International Airport (VYYY),28.22,23.79,32.65,24.88,76.5,0.0,0,143.0,10.22,11.07,1007.66,,0.4,10505.0,1,8.86,-4.95,0.0,0.0,26.5
2019-10-30,"Yangon, Myanmar",Yangon International Airport (VYYY),26.5,23.06,31.03,23.63,84.5,0.0,0,286.0,4.87,8.94,1010.69,431.0,4.0,8723.0,1,7.97,3.03,0.0,0.0,26.93
2019-10-31,"Yangon, Myanmar",Yangon International Airport (VYYY),26.93,22.87,31.76,22.67,76.4,0.0,0,253.0,5.79,9.99,1009.98,473.0,2.4,9513.0,1,8.89,-0.72,0.0,0.0,27.47
2019-11-01,"Yangon, Myanmar",Yangon International Airport (VYYY),27.47,23.08,33.32,24.39,77.0,0.0,0,183.0,8.42,11.77,1012.35,503.0,0.9,11158.0,1,10.24,2.38,0.0,0.0,27.24
2019-11-02,"Yangon, Myanmar",Yangon International Airport (VYYY),27.24,23.43,31.93,23.85,80.2,0.0,0,231.0,4.91,6.93,1011.51,415.0,2.6,9519.0,1,8.5,-0.84,0.0,0.0,26.9
2019-11-03,"Yangon, Myanmar",Yangon International Airport (VYYY),26.9,24.03,31.74,23.55,73.3,0.0,0,200.0,5.18,,1013.96,502.0,1.9,10914.0,1,7.71,2.45,0.0,0.0,26.91
2019-11-04,"Yangon, Myanmar",Yangon International Airport (VYYY),26.91,23.12,31.89,23.36,87.4,0.0,0,241.0,11.33,15.95,1007.31,553.0,4.0,10501.0,3,8.77,-6.65,0.0,0.0,26.67
2019-11-05,"Yangon, Myanmar",Yangon International Airport (VYYY),26.67,22.74,30.74,23.68,72.8,0.0,0,182.0,7.48,8.98,1012.22,470.0,4.7,9069.0,3,8.0,4.92,0.0,0.0,27.58
2019-11-06,"Yangon, Myanmar",Yangon International Airport (VYYY),27.58,24.6,31.56,24.11,76.2,24.96,0,183.0,7.31,8.05,1012.27,512.0,0.7,7949.0,8,6.96,0.04,24.96,24.96,27.49
2019-11-07,"Yangon, Myanmar",Yangon International Airport (VYYY),27.49,23.49,31.27,24.74,71.5,0.0,0,145.0,11.45,12.13,1013.58,586.0,1.9,9394.0,1,7.78,1.32,24.96,24.96,24.43
2019-11-08,"Yangon, Myanmar",Yangon International Airport (VYYY),24.43,21.51,29.2,23.03,80.5,0.0,0,152.0,9.65,9.89,1011.23,577.0,4.9,9952.0,3,7.69,-2.35,24.96,24.96,26.69
2019-11-09,"Yangon, Myanmar",Yangon International Airport (VYYY),26.69,23.93,31.16,23.58,79.5,0.0,0,171.0,7.6,15.91,1014.21,430.0,1.1,11601.0,1,7.23,2.98,0.0,24.96,28.2
2019-11-10,"Yangon, Myanmar",Yangon International Airport (VYYY),28.2,24.76,33.45,27.1,78.2,0.0,0,107.0,6.37,12.93,1010.79,545.0,1.2,9846.0,1,8.68,-3.42,0.0,24.96,24.66
2019-11-11,"Yangon, Myanmar",Yangon International Airport (VYYY),24.66,21.52,30.14,21.79,69.4,0.0,0,251.0,8.1,9.89,1009.89,443.0,2.4,10559.0,1,8.61,-0.9,0.0,24.96,24.1
2019-11-12,"Yangon, Myanmar",Yangon International Airport (VYYY),24.1,21.39,29.0,20.31,81.2,0.0,0,219.0,6.04,6.74,1010.26,412.0,2.7,9019.0,1,7.61,0.37,0.0,24.96,27.73
2019-11-13,"Yangon, Myanmar",Yangon International Airport (VYYY),27.73,22.84,32.44,23.42,,0.0,0,138.0,8.69,8.72,1010.56,526.0,2.0,11405.0,1,9.6,0.3,0.0,0.0,25.28
2019-11-14,"Yangon, Myanmar",Yangon International Airport (VYYY),25.28,20.66,29.44,21.95,81.2,0.0,0,252.0,8.66,11.79,1009.53,449.0,2.5,9786.0,1,8.78,-1.03,0.0,0.0,26.15
2019-11-15,"Yangon, Myanmar",Yangon International Airport (VYYY),26.15,21.17,31.14,23.65,74.9,0.0,0,,6.51,10.69,1012.93,492.0,0.9,11255.0,1,9.98,3.4,0.0,0.0,26.28
2019-11-16,"Yangon, Myanmar",Yangon International Airport (VYYY),26.28,23.04,30.46,24.67,63.0,0.0,0,235.0,7.39,8.64,1009.84,488.0,1.8,11305.0,1,7.42,-3.09,0.0,0.0,24.49
2019-11-17,"Yangon, Myanmar",Yangon International Airport (VYYY),24.49,19.88,28.82,22.57,81.3,46.1,0,174.0,7.62,8.38,1012.29,432.0,3.0,5199.0,25,8.94,2.46,46.1,46.1,24.48
2019-11-18,"Yangon, Myanmar",Yangon International Airport (VYYY),24.48,21.01,30.21,19.85,80.5,0.0,0,114.0,3.08,4.5,1010.89,470.0,3.9,10134.0,1,9.2,-1.41,46.1,46.1,23.73
2019-11-19,"Yangon, Myanmar",Yangon International Airport (VYYY),23.73,20.58,28.32,21.22,85.0,0.0,0,168.0,6.95,7.66,1013.53,504.0,4.3,10017.0,3,7.74,2.64,46.1,46.1,25.7
2019-11-20,"Yangon, Myanmar",Yangon International Airport (VYYY),25.7,22.14,30.95,23.85,74.3,0.0,0,205.0,6.54,11.24,1015.25,522.0,0.3,11558.0,1,8.82,1.72,0.0,46.1,25.48
2019-11-21,"Yangon, Myanmar",Yangon International Airport (VYYY),25.48,22.3,29.96,24.76,69.1,0.0,0,182.0,8.61,9.49,1013.55,449.0,2.7,8857.0,1,7.66,-1.7,0.0,46.1,24.26
2019-11-22,"Yangon, Myanmar",Yangon International Airport (VYYY),24.26,19.9,27.27,20.49,83.0,0.0,0,202.0,6.22,7.34,1009.51,424.0,1.4,10021.0,1,7.37,-4.04,0.0,46.1,25.93
2019-11-23,"Yangon, Myanmar",Yangon International Airport (VYYY),25.93,22.64,31.58,24.91,84.0,0.0,0,257.0,8.2,11.48,1009.61,443.0,4.2,10317.0,3,8.93,0.1,0.0,46.1,25.81
2019-11-24,"Yangon, Myanmar",Yangon International Airport (VYYY),25.81,21.45,30.41,21.6,85.8,0.0,0,220.0,6.77,6.96,1010.38,528.0,4.5,10502.0,3,8.97,0.77,0.0,0.0,24.68
2019-11-25,"Yangon, Myanmar",Yangon International Airport (VYYY),24.68,21.46,30.27,22.07,82.8,0.0,0,145.0,5.94,8.35,1010.9,527.0,1.8,11512.0,1,8.81,0.52,0.0,0.0,25.54
2019-11-26,"Yangon, Myanmar",Yangon International Airport (VYYY),25.54,22.46,29.35,22.11,68.5,0.0,0,253.0,9.17,15.11,1009.21,557.0,1.3,10446.0,1,6.88,-1.68,0.0,0.0,24.54
2019-11-27,"Yangon, Myanmar",Yangon International Airport (VYYY),24.54,21.2,29.13,21.06,79.5,0.0,0,225.0,10.25,11.11,1012.21,381.0,0.5,9414.0,1,7.92,3.0,0.0,0.0,26.91
2019-11-28,"Yangon, Myanmar",Yangon International Airport (VYYY),26.91,23.24,32.13,23.81,82.8,0.0,0,221.0,9.78,12.86,1010.26,332.0,1.6,10408.0,1,8.89,-1.95,0.0,0.0,25.35
2019-11-29,"Yangon, Myanmar",Yangon International Airport (VYYY),25.35,22.12,30.86,23.91,84.1,0.0,0,189.0,8.44,11.3,1017.39,557.0,1.0,11873.0,1,8.74,7.13,0.0,0.0,23.77
2019-11-30,"Yangon, Myanmar",Yangon International Airport (VYYY),23.77,20.07,27.81,21.02,84.1,0.0,0,236.0,8.62,14.8,1010.05,430.0,2.6,10288.0,1,7.74,-7.33,0.0,0.0,24.96
2019-12-01,"Yangon, Myanmar",Yangon International Airport (VYYY),24.96,21.68,29.52,22.49,79.4,0.0,0,306.0,6.49,10.72,1009.85,495.0,1.4,11338.0,1,7.84,-0.21,0.0,0.0,25.22
2019-12-02,"Yangon, Myanmar",Yangon International Airport (VYYY),25.22,21.2,31.01,23.1,77.8,0.0,0,188.0,5.6,6.78,1011.38,566.0,1.6,10231.0,1,9.81,1.54,0.0,0.0,24.84
2019-12-03,"Yangon, Myanmar",Yangon International Airport (VYYY),24.84,21.06,28.42,21.76,75.7,0.0,0,227.0,9.2,9.24,1013.04,392.0,3.1,10885.0,1,7.36,1.65,0.0,0.0,24.62
2019-12-04,"Yangon, Myanmar",Yangon International Airport (VYYY),24.62,21.17,28.57,22.56,77.9,0.0,0,221.0,3.41,4.04,1014.49,363.0,1.2,8060.0,1,7.4,1.45,0.0,0.0,27.84
2019-12-05,"Yangon, Myanmar",Yangon International Airport (VYYY),27.84,24.18,32.34,23.93,76.1,0.0,0,281.0,9.44,16.89,1012.33,548.0,1.3,11190.0,1,8.16,-2.15,0.0,0.0,24.75
2019-12-06,"Yangon, Myanmar",Yangon International Airport (VYYY),24.75,20.7,29.51,20.79,75.6,0.0,0,277.0,8.69,9.67,1009.59,428.0,1.3,10262.0,1,8.8,-2.74,0.0,0.0,24.46
2019-12-07,"Yangon, Myanmar",Yangon International Airport (VYYY),24.46,20.64,30.33,20.23,81.5,0.0,0,125.0,3.56,9.23,1012.19,600.0,2.5,9382.0,1,9.7,2.59,0.0,0.0,24.41
2019-12-08,"Yangon, Myanmar",Yangon International Airport (VYYY),24.41,20.97,29.19,20.33,74.4,0.0,0,188.0,8.45,9.9,1014.21,409.0,3.2,9018.0,1,8.22,2.03,0.0,0.0,23.23
2019-12-09,"Yangon, Myanmar",Yangon International Airport (VYYY),23.23,20.08,27.57,21.07,80.0,15.43,0,181.0,9.95,11.95,1012.35,464.0,0.5,9153.0,8,7.49,-1.86,15.43,15.43,24.48
2019-12-10,"Yangon, Myanmar",Yangon International Airport (VYYY),24.48,20.03,29.52,22.57,84.4,0.0,0,225.0,8.64,18.09,1011.37,569.0,2.0,10111.0,1,9.49,-0.98,15.43,15.43,25.24
2019-12-11,"Yangon, Myanmar",Yangon International Airport (VYYY),25.24,21.08,30.51,22.86,85.5,0.0,0,322.0,9.83,10.72,1011.75,471.0,1.6,9484.0,1,9.43,0.37,15.43,15.43,24.04
2019-12-12,"Yangon, Myanmar",Yangon International Airport (VYYY),24.04,19.15,29.97,20.7,73.1,0.0,0,257.0,7.67,10.14,1013.79,484.0,1.1,10854.0,1,10.83,2.05,0.0,15.43,23.72
2019-12-13,"Yangon, Myanmar",Yangon International Airport (VYYY),23.72,19.54,28.05,18.68,69.6,0.0,0,217.0,9.41,10.34,1011.36,373.0,3.9,10279.0,1,8.5,-2.43,0.0,15.43,24.49
2019-12-14,"Yangon, Myanmar",Yangon International Airport (VYYY),24.49,20.16,30.3,21.37,80.8,0.0,0,98.0,7.99,9.21,1012.37,548.0,4.1,9254.0,3,10.14,1.01,0.0,15.43,25.38
2019-12-15,"Yangon, Myanmar",Yangon International Airport (VYYY),25.38,21.24,30.25,22.72,80.7,0.0,0,183.0,9.19,10.59,1012.29,430.0,1.8,7414.0,1,9.01,-0.08,0.0,15.43,24.2
2019-12-16,"Yangon, Myanmar",Yangon International Airport (VYYY),24.2,20.86,28.35,20.42,83.9,0.0,0,262.0,6.7,10.25,1013.96,411.0,4.7,9864.0,3,7.5,1.67,0.0,0.0,26.12
2019-12-17,"Yangon, Myanmar",Yangon International Airport (VYYY),26.12,21.13,31.69,22.1,72.1,17.1,0,227.0,7.72,12.82,1013.48,450.0,1.9,8282.0,8,10.56,-0.48,17.1,17.1,24.34
2019-12-18,"Yangon, Myanmar",Yangon International Airport (VYYY),24.34,19.94,29.09,22.16,84.4,0.0,0,246.0,2.92,4.23,1012.17,396.0,3.4,10436.0,1,9.15,-1.31,17.1,17.1,24.75
2019-12-19,"Yangon, Myanmar",Yangon International Airport (VYYY),24.75,21.04,29.72,22.04,77.3,0.0,0,203.0,9.28,9.68,1017.41,392.0,2.4,9871.0,1,8.68,5.25,17.1,17.1,22.94
2019-12-20,"Yangon, Myanmar",Yangon International Airport (VYYY),22.94,18.66,27.65,22.12,73.8,0.0,0,188.0,8.64,12.7,1014.34,476.0,2.2,10867.0,1,8.99,-3.07,0.0,17.1,24.29
2019-12-21,"Yangon, Myanmar",Yangon International Airport (VYYY),24.29,20.65,28.93,20.61,76.1,0.0,0,177.0,,9.98,1010.63,393.0,1.7,9559.0,1,8.28,-3.71,0.0,17.1,25.37
2019-12-22,"Yangon, Myanmar",Yangon International Airport (VYYY),25.37,21.06,29.8,22.5,76.5,0.0,0,183.0,10.14,16.3,1011.24,527.0,3.0,9830.0,1,8.74,0.62,0.0,17.1,23.43
2019-12-23,"Yangon, Myanmar",Yangon International Airport (VYYY),23.43,19.61,28.58,20.64,83.5,0.0,0,317.0,7.2,12.56,1010.64,458.0,2.0,11700.0,1,8.97,-0.6,0.0,17.1,23.74
2019-12-24,"Yangon, Myanmar",Yangon International Airport (VYYY),23.74,20.85,29.38,21.25,82.8,0.0,0,238.0,11.24,13.82,1013.91,526.0,2.0,10182.0,1,8.53,3.27,0.0,0.0,23.13
2019-12-25,"Yangon, Myanmar",Yangon International Airport (VYYY),23.13,19.77,28.06,20.62,76.0,0.0,0,330.0,7.73,8.32,1014.57,432.0,2.3,10209.0,1,8.29,0.65,0.0,0.0,24.6
2019-12-26,"Yangon, Myanmar",Yangon International Airport (VYYY),24.6,20.79,29.44,21.12,78.0,0.0,0,279.0,5.16,9.17,1012.78,428.0,2.4,9391.0,1,8.66,-1.79,0.0,0.0,25.79
2019-12-27,"Yangon, Myanmar",Yangon International Airport (VYYY),25.79,21.7,31.53,23.61,74.5,0.0,0,205.0,6.93,9.93,1009.32,312.0,3.0,10449.0,1,9.83,-3.46,0.0,0.0,24.48
2019-12-28,"Yangon, Myanmar",Yangon International Airport (VYYY),24.48,20.3,29.24,23.14,78.7,0.0,0,234.0,9.73,11.51,1013.69,536.0,,9302.0,1,8.93,4.36,0.0,0.0,25.79
2019-12-29,"Yangon, Myanmar",Yangon International Airport (VYYY),25.79,22.42,29.77,22.12,77.6,0.0,0,248.0,8.45,9.67,1010.95,520.0,2.2,8551.0,1,7.35,-2.73,0.0,0.0,23.44
2019-12-30,"Yangon, Myanmar",Yangon International Airport (VYYY),23.44,20.95,27.27,19.61,78.7,24.31,0,177.0,4.45,7.84,1011.15,564.0,3.2,7441.0,8,6.31,0.2,24.31,24.31,25.35
2019-12-31,"Yangon, Myanmar",Yangon International Airport (VYYY),25.35,22.61,29.39,23.04,,0.0,0,136.0,7.96,9.03,1010.82,433.0,2.6,9883.0,1,6.78,-0.33,24.31,24.31,23.72
2020-01-01,"Yangon, Myanmar",Yangon International Airport (VYYY),23.72,20.09,28.21,21.4,79.8,0.0,0,127.0,5.94,10.65,1006.6,559.0,1.4,10136.0,1,8.12,-4.22,24.31,24.31,24.64
2020-01-02,"Yangon, Myanmar",Yangon International Airport (VYYY),24.64,20.54,29.99,23.4,81.3,0.0,0,225.0,9.66,10.43,1011.02,504.0,0.9,9013.0,1,9.44,4.42,0.0,24.31,24.46
2020-01-03,"Yangon, Myanmar",Yangon International Airport (VYYY),24.46,21.18,28.67,21.8,67.6,0.0,0,272.0,6.74,8.21,,505.0,2.5,10616.0,1,7.49,-1.84,0.0,24.31,24.76
2020-01-04,"Yangon, Myanmar",Yangon International Airport (VYYY),24.76,20.76,30.29,21.69,77.4,0.0,0,166.0,8.09,10.89,1012.49,287.0,1.6,10767.0,1,9.53,3.32,0.0,24.31,25.21
2020-01-05,"Yangon, Myanmar",Yangon International Airport (VYYY),25.21,20.43,30.13,,79.1,0.0,0,234.0,5.19,7.1,1011.82,425.0,2.5,11222.0,1,9.7,-0.68,0.0,24.31,25.0
2020-01-06,"Yangon, Myanmar",Yangon International Airport (VYYY),25.0,21.09,30.02,21.67,85.1,0.0,0,220.0,10.68,14.48,1011.18,459.0,2.7,11007.0,1,8.93,-0.63,0.0,0.0,23.87
2020-01-07,"Yangon, Myanmar",Yangon International Airport (VYYY),23.87,18.83,29.37,20.06,73.8,0.0,0,215.0,11.23,15.42,1013.24,475.0,2.3,10209.0,1,10.54,2.06,0.0,0.0,23.56
2020-01-08,"Yangon, Myanmar",Yangon International Airport (VYYY),23.56,18.71,28.34,21.21,82.6,0.0,0,179.0,6.49,7.58,1010.07,463.0,3.1,11441.0,1,9.63,-3.17,0.0,0.0,25.28
2020-01-09,"Yangon, Myanmar",Yangon International Airport (VYYY),25.28,22.23,29.75,22.96,74.5,0.0,0,158.0,7.73,13.92,1012.72,563.0,2.6,11101.0,1,7.53,2.64,0.0,0.0,21.91
2020-01-10,"Yangon, Myanmar",Yangon International Airport (VYYY),21.91,18.6,27.73,18.76,72.9,0.0,0,239.0,9.4,15.39,1011.83,,0.6,7998.0,1,9.13,-0.89,0.0,0.0,22.62
2020-01-11,"Yangon, Myanmar",Yangon International Airport (VYYY),22.62,18.32,26.63,19.9,74.7,0.0,0,229.0,7.94,8.33,1013.94,395.0,3.4,8860.0,1,8.31,2.11,0.0,0.0,24.13
2020-01-12,"Yangon, Myanmar",Yangon International Airport (VYYY),24.13,20.15,30.33,20.38,85.6,0.0,0,231.0,6.24,6.59,1013.68,507.0,1.5,9737.0,1,10.18,-0.26,0.0,0.0,24.35
2020-01-13,"Yangon, Myanmar",Yangon International Airport (VYYY),24.35,20.95,29.67,20.86,77.3,0.0,0,188.0,9.14,9.23,1015.15,441.0,1.4,9607.0,1,8.73,1.47,0.0,0.0,22.5
2020-01-14,"Yangon, Myanmar",Yangon International Airport (VYYY),22.5,18.86,27.67,19.18,78.2,0.0,0,227.0,7.35,8.01,1016.6,462.0,2.2,10381.0,1,8.81,1.45,0.0,0.0,24.63
2020-01-15,"Yangon, Myanmar",Yangon International Airport (VYYY),24.63,20.44,30.05,19.84,82.1,0.0,0,162.0,8.45,11.81,1013.36,567.0,2.2,10660.0,1,9.62,-3.24,0.0,0.0,24.58
2020-01-16,"Yangon, Myanmar",Yangon International Airport (VYYY),24.58,21.33,27.34,22.32,74.0,0.0,0,195.0,7.27,8.14,1013.51,454.0,2.5,10719.0,1,6.02,0.15,0.0,0.0,23.64
2020-01-17,"Yangon, Myanmar",Yangon International Airport (VYYY),23.64,19.65,28.33,20.3,77.0,1.35,0,237.0,,10.9,1010.92,506.0,2.8,9719.0,7,8.68,-2.6,1.35,1.35,24.09
2020-01-18,"Yangon, Myanmar",Yangon International Airport (VYYY),24.09,19.11,30.16,20.98,76.8,0.0,0,188.0,8.77,10.12,1011.35,417.0,3.3,10065.0,1,11.05,0.44,1.35,1.35,25.12
2020-01-19,"Yangon, Myanmar",Yangon International Airport (VYYY),25.12,21.3,30.08,21.21,78.1,15.3,0,214.0,7.67,11.62,1010.02,616.0,3.1,7452.0,8,8.78,-1.34,16.65,16.65,23.48
